  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  0   1   0   0   0   0   0   0   0   0   0   0   0   0   0 
  0  38  14   0   0   0   0   0   0   0   0   0   0   0   0 
  0  25  63  47   0   0   0   0   0   0   0   0   0   0   0 
  0   2 119 166  31   0   0   0   0   0   0   0   0   0   0 
  0   0 127 336 183  17   0   0   0   0   0   0   0   0   0 
  0   0  54 365 411  61   8   0   0   0   0   0   0   0   0 
  0   0  13 306 669 178  34   1   0   0   0   0   0   0   0 
  0   0   4 120 686 359  82  13   1   0   0   0   0   0   0 
  0   0   1  46 440 473 190  31   1   0   0   0   0   0   0 
  0   0   0   7 213 535 333  76  15   1   0   0   0   0   0 
  0   0   0   5  76 480 544 124  15   1   0   0   0   0   0 
  0   0   0   2  24 336 643 186  35   1   1   0   0   0   0 
  0   0   0   0  11 145 574 246  68  11   1   1   0   0   0 
  0   0   0   0   2  61 329 204  63   6   1   1   1   0   0 
  0   0   0   0   1  15 137 174  92  15   1   1   1   1   0 
  0   0   0   0   0   6  52  93  89  11   4   1   1   1   1 
  0   0   0   0   0   0  16  41  69  16   3   1   1   1   1 
  0   0   0   0   0   0   2  12  27  13   3   1   1   1   1 
  0   0   0   0   0   0   1   8   5   2   1   1   1   1   1 
  0   0   0   0   0   0   0   1   1   1   1   1   1   1   1 
  0   0   0   0   0   0   0   1   1   1   1   1   1   1   1 
  0   0   0   0   0   0   0   0   1   1   1   1   1   1   1 
  0   0   0   0   0   0   0   0   1   1   1   1   1   1   1 
  0   0   0   0   0   0   0   0   0   1   1   1   1   1   1 
  0   0   0   0   0   0   0   0   0   1   1   1   1   1   1 
  0   0   0   0   0   0   0   0   0   0   1   1   1   1   1 
  0   0   0   0   0   0   0   0   0   0   1   1   1   1   1 
  0   0   0   0   0   0   0   0   0   0   0   1   1   1   1 
  0   0   0   0   0   0   0   0   0   0   0   1   1   1   1 
  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  0  42 135 323 417 567 757 559 298 159  78  40  12   6   2   2   1   1   1   0 
  0  98 152 225 303 393 484 415 268 131  93  50  27   5   2   2   1   1   1   1 
  0 203 212 286 336 397 437 355 263 257 230 200 119  54  17   6   3   1   1   1 
  0 340 348 405 456 524 642 542 362 420 511 448 307 145  55  16   3   1   1   1 
  0 510 437 464 586 643 589 528 466 459 584 545 375 175  71  26  10   1   1   1 
  0 627 452 493 646 630 616 450 367 364 466 405 273 125  62  18   5   1   1   1 
  0 572 419 371 610 653 568 356 248 212 225 254 137  77  38   9   3   5   1   1 
  0 424 290 327 486 594 532 402 259 165 113  92  68  35  17   7   2   2   1   1 
  0 303 242 272 431 534 566 428 314 210 133  66  34  14   5   4   3   1   1   0 
  0 240 201 194 349 498 488 398 313 265 157  76  49  10   6   1   1   1   0   0 
  0 175 160 137 259 325 374 375 292 245 129  69  40  13   7   3   1   0   0   0 
  0 106  82  83 154 219 245 199 172 152 101  52  27   9   1   2   0   0   0   0 
  0  43  53  35  46  85  96 110  82  66  52  31  15   7   4   1   0   0   0   0 
  0  21  16  12  25  38  34  36  44  29  22  14  11   4   1   1   0   0   0   0 
  0   7   4   6  10   6  15  18   9  11  12   3   0   4   1   0   0   0   0   0 
  0   1   1   1   1   4   1   3   6   4   3   4   1   1   0   0   0   0   0   0 
  0   1   1   1   1   1   1   1   3   1   1   1   1   0   0   0   0   0   0   0 
  0   1   1   1   1   1   1   1   1   1   1   0   0   0   0   0   0   0   0   0 
  0   1   1   1   1   1   1   1   1   1   0   0   0   0   0   0   0   0   0   0 
  0 516 316 947 1853 2212 1982 1345 971 783 513 311 144  66  24  13   2   1   1   1 
  0 277 230 356 686 998 971 835 905 1258 1676 1674 1158 561 235  81  22   8   1   3 
  0 877 796 768 1180 1423 1451 1411 1236 980 670 396 213  74  36  14   7   2   3   4 
  0 711 647 828 1236 1555 1716 1293 837 532 404 216 106  40  14   1   1   1   1   1 
  0 956 750 784 1015 1022 1063 845 476 271 122  55  17   8   5   1   1   1   1   2 
  0 503 427 550 642 780 878 572 245  85  35   8   1   1   0   0   0   0   0   0 
  0 285 254 239 263 226 262 169  58  23   2   1   0   0   0   0   0   0   0   0 
  0  85  82  92  70  98  88  45  11   1   1   0   0   0   0   0   0   0   0   0 
  0  18  14  15  21   7  12   4   1   1   0   0   0   0   0   0   0   0   0   0 
  0   1   6   2   1   3   3   0   0   0   0   0   0   0   0   0   0   0   0   0 
  0   0   1   1   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0   0 
  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  0 824 862 1195 1434 1832 2407 1746 920 371 177  55  34  22   7   5   2   3   1   5 
  0 2127 1670 1396 1742 1538 1121 782 498 365 231 182 101  41  24   9   2   1   1   4 
  0 378 410 667 1214 1669 1774 1466 1128 930 702 555 315 138  67  22   5   2   3   1 
  0 244 168 346 697 1057 1281 1271 1185 1160 1050 790 445 209 100  30  12   3   1   2 
  0 263 152 315 634 816 788 633 609 722 860 700 487 223  84  29  11   2   0   0 
  0 158 128 365 753 912 681 397 265 239 260 242 175  71  25  13   1   0   0   0 
  0 146  59 161 269 306 226 133  76  90  95 102  60  37   6   2   2   0   0   0 
  0  47  30  79 141 116  62  33  12  18   9  10   6   3   1   0   0   0   0   0 
  0  20   7  13  18   9   8   5   3   1   5   2   1   1   0   0   0   0   0   0 
  0   2   2   4   3   1   2   2   0   0   0   0   0   0   0   0   0   0   0   0 
  0   1   1   1   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0   0 
  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  0 4210 3488 4542 6905 8256 8351 6468 4696 3896 3389 2638 1624 745 314 110  32  11   6  11 
