1000
73105
   0 1744  881  541  294  407  217  104  128   63 
 344   59   63   36   22  128   25   20   21   15 
 156   13   20   14   14   39   10   10   10    1 
  95    4    7    2    4   22    5    3    3    2 
  39    0    1    3    3    9    4    2    2    0 
  54    1    2    1    2    6    1    1    5    2 
  26    1    1    1    4   10    4    3    3    3 
  22    1    0    0    3    8    0    1    2    2 
  12    2    0    1    0    6    2    0    1    0 
  18    1    1    1    0    3    1    1    1    0 
  52    0    2    1    0    5    0    1    1    1 
  12    0    0    0    0    0    0    3    0    3 
  14    0    0    1    0    5    0    0    1    0 
   5    0    0    0    0    0    0    0    0    0 
   2    0    0    1    0    1    0    0    1    1 
  15    1    0    1    0    0    0    0    1    1 
   4    0    0    0    0    0    0    0    0    0 
   5    1    1    1    0    1    1    0    0    0 
   2    0    0    2    0    1    0    0    0    1 
   2    0    1    0    0    0    0    1    2    0 
  14    0    0    2    0    0    1    0    0    0 
   4    0    1    1    0    0    1    0    1    2 
   7    0    0    0    0    0    0    0    0    0 
   2    0    0    0    0    2    0    2    0    0 
   3    0    0    0    0    0    0    0    0    0 
   2    0    0    0    0    1    0    0    0    0 
   1    0    0    0    1    0    0    0    1    0 
   3    0    0    0    0    1    1    0    0    1 
   2    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
  12    0    0    0    0    0    0    0    0    0 
   0    0    1    0    0    0    0    0    0    0 
   2    0    0    0    0    0    0    1    0    0 
   1    0    0    0    0    0    0    0    0    0 
   2    0    0    0    0    0    0    0    0    0 
   3    0    0    0    0    0    0    0    0    0 
   1    0    0    0    0    1    0    0    0    0 
   0    0    0    0    1    0    0    0    0    0 
   1    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   2    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   2    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    2 
   0    0    0    0    0    0    0    0    0    0 
   1    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   5    0    0    0    0    0    0    0    0    0 
   1    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    1    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   1    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    1    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   1    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   3    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   1    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   1    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   1    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    1    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   1    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   1    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0   19 


   0  729 1573 1695 1293 1851 1016  798  790  492 
   0  352  576  342  275  831  224  133  288  129 
   0  115  126   97  121  463   87  101  147   78 
   0   48   65   52   58  217   70   39   52   39 
   0   22   53   19   29  120   27   28   56   24 
   0   22   22   11   37   51   23   20   15    8 
   0    6    5   20   16   57   21   13   16    8 
   0    9   22    4   10   44   11    6   12    8 
   0   10   16    8   13   26    5   12    4    7 
   0    4    4    8    3   23    6    8    7    8 
   0    2   10    4    6   14    6    2    6    3 
   0    3    9    1    3    4    4    5    8    1 
   0    3    2    4    1   23    7    3    1    2 
   0    0    7    2    3   10    6    3    1    2 
   0    5    1    2    4    6    4    2    5    2 
   0    1    0    1    4    5    2    2    3    0 
   0    1    3    2    2    9    2    1    3    2 
   0    1    1    1    1    4    3    0    1    2 
   0    0    0    0    0    3    3    2    0    2 
   0    1    0    0    1    1    1    0    2    0 
   0    1    0    1    1    4    2    1    1    0 
   0    0    4    1    1    2    3    3    0    2 
   0    0    1    0    0    4    1    0    1    1 
   0    0    1    2    2    1    0    0    3    2 
   0    0    1    2    1    0    1    0    0    0 
   0    0    0    0    0    2    0    0    2    0 
   0    0    1    0    1    1    0    0    0    0 
   0    0    0    0    0    5    0    1    0    1 
   0    1    0    0    0    2    1    1    1    1 
   0    0    0    0    1    1    0    2    1    0 
   0    0    0    1    1    2    1    0    0    0 
   0    0    0    0    0    1    1    0    1    1 
   0    1    0    0    0    2    0    0    0    0 
   0    0    0    0    1    1    3    0    1    0 
   0    0    0    0    0    1    0    0    0    0 
   0    0    0    0    0    2    0    0    1    0 
   0    0    0    0    3    0    0    0    0    0 
   0    1    1    3    0    4    0    0    0    0 
   0    0    1    0    0    0    0    1    0    1 
   0    0    1    1    0    3    0    0    0    0 
