  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  0   1   0   0   0   0   0   0   0   0   0   0   0   0   0 
  0   1   8   0   0   0   0   0   0   0   0   0   0   0   0 
  0   3  28  27   0   0   0   0   0   0   0   0   0   0   0 
  0   2  98  90  20   1   0   0   0   0   0   0   0   0   0 
  0   1  83 251  79  13   1   0   0   0   0   0   0   0   0 
  0   1  45 556 207  73  30   1   0   0   0   0   0   0   0 
  0   0  16 538 416 178  72  21   1   0   0   0   0   0   0 
  0   0   8 286 506 263 134  68  24   1   0   0   0   0   0 
  0   0   1 123 434 403 239 130  78  23   1   0   0   0   0 
  0   0   0  45 282 369 296 177  93  40  12   1   0   0   0 
  0   0   0   9 136 393 308 237 130  73  17  17   1   0   0 
  0   0   0   3  61 176 285 265 153 108  39  17   6   0   0 
  0   0   0   1  23 131 272 281 184 125  69  26   7   0   0 
  0   0   0   0   7  60 165 225 204 152  68  43  11   3   0 
  0   0   0   0   2  31  91 164 198 142 101  40  18  11   1 
  0   0   0   0   2  16  62 160 181 156 102  39  26  10   5 
  0   0   0   0   1   5  43 112 174 144 109  48  33   9   3 
  0   0   0   0   0   1  23  90 149 127  94  76  39  15   3 
  0   0   0   0   0   4  11  52 105 111  92  61  38   6   5 
  0   0   0   0   0   0   4  31  64 116  97  59  39  19   3 
  0   0   0   0   0   0   4  18  47  89  88  50  24   9  14 
  0   0   0   0   0   0   0   6  32  60  65  49  27  15  12 
  0   0   0   0   0   0   0   3  16  41  49  42  26  15   8 
  0   0   0   0   0   0   0   4  14  24  46  43  22  15   9 
  0   0   0   0   0   0   0   0   5  19  24  30  17   8   1 
  0   0   0   0   0   0   0   0   4   9  11  16  17   7   1 
  0   0   0   0   0   0   0   0   0   1   1   1   1   1   1 
  0   0   0   0   0   0   0   0   0   0   1   1   1   1   1 
  0   0   0   0   0   0   0   0   0   0   0   1   1   1   1 
  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  0 2317 1100 931 358 288 320 304 187 140  84  66  41  24  19  12   6   8   6  11 
  0 1146 790 923 570 363 299 254 166 153 122 115  59  40  14   9   5   4   2   5 
  0 963 713 977 865 622 546 444 322 208 176 133  89  66  30  11   9   5   2   6 
  0 489 395 613 812 915 1059 1019 764 480 303 236 175  90  47  32   7   8   4   1 
  0 352 344 547 875 1473 1657 1832 1431 918 630 451 327 220 125  60  24  15   4   7 
  0 390 427 590 1051 1838 1996 2071 1622 1006 620 419 321 214 125  73  34  16   3   4 
  0 555 558 681 927 1586 1795 1712 1295 761 381 298 187 115  74  47  16   6   3   5 
  0 475 493 589 614 976 1238 1174 924 500 267 149 110  64  42  26  15   8   1   6 
  0 332 291 361 383 572 749 699 569 350 146  83  60  30  19  12   6   3   2   6 
  0 233 166 202 243 346 446 453 335 195  98  59  30   8   4   9   2   3   1   3 
  0 183 104 145 181 245 288 261 217 149  69  29  17  12   6   4   1   2   1   2 
  0 127  74  97 133 191 239 215 146  89  51  21  18  10   4   2   1   0   0   2 
  0  59  43  58  77 111 143 128 104  69  28  26   9   6   4   2   2   1   1   2 
  0  38  21  41  33  74  85  88  52  37  34  15   8   6   4   0   1   1   0   0 
  0  15  13  15  21  37  45  60  44  30  12  11   4   2   1   0   0   0   0   0 
  0   9  10   8  13  18  19  26  14  17   6   5   2   4   1   1   0   0   0   1 
  0   7   4   4   7  11  11   8  11  13   5   6   2   0   0   0   0   0   0   0 
  0   4   3   5   6   4   8   7   4   3   2   1   2   2   0   0   0   0   0   0 
  0  10   5   9   9  10  30  23  14   9   9   1   3   2   1   2   0   0   1   0 
  0 822 628 688 1375 2725 3451 2630 1582 884 513 329 222 133  95  52  37  24  20  90 
  0  17  67 357 1445 3327 3688 2893 1801 1036 617 372 256 178 124  68  28  19   2   5 
  0 166 218 503 1181 2125 2627 2703 2367 1494 876 627 459 292 174 116  43  19   7  16 
  0 1140 732 875 1202 1786 2054 2221 1768 1036 502 311 189 129  61  44  15   9   7   3 
  0 1658 1080 1153 1025 1011 1308 1633 1241 757 423 244 180  86  44  27  17   3   3  15 
  0 1659 1243 1337 888 724 860 959 788 492 318 189 131  85  53  20  18  12   4  13 
  0 1416 1143 1175 756 537 483 591 511 352 230 184 154  95  55  33   9  10   6  14 
  0 1216 873 918 516 366 315 362 279 231 179 190 121  58  36  24   9   6   5   5 
  0 959 602 668 372 199 160 165 148 126 139 126  80  55  20   9   5   8   4   9 
  0 693 343 379 221 107  76  74  62  75  81  70  65  31   9   5   0   2   2   0 
  0 471 185 184 106  47  45  35  33  34  18  34   9   8   2   0   0   0   1   0 
  0 208 114  98  48  20  12  10   7  11  11  12   3   2   0   0   0   0   0   0 
  0  91  44  31  15   8   2   3   1   2   5   2   1   1   0   0   0   0   0   0 
  0  25  18  12   2   1   1   1   2   2   0   0   0   0   0   0   0   0   0   0 
  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  0 3515 1768 1642 1071 869 1145 1732 1634 1089 667 526 285 171  73  45  11  19   9  29 
  0 2194 1593 2001 1721 1770 1917 1673 1133 722 441 377 296 209 105  73  37  16   6  16 
  0 1632 1333 1597 1304 1708 1946 1984 1586 932 699 439 363 205 137  80  30  10  15  13 
  0 1185 945 1018 1193 1845 2080 1989 1505 967 520 345 200 117  80  44  15   9   6  21 
  0 770 609 751 1081 1624 1950 1778 1297 755 442 290 215 140  82  48  31  15  10  20 
  0 488 420 493 864 1440 1670 1531 1043 675 416 245 209 128  78  41  12  14   5  21 
  0 288 249 347 671 1266 1500 1246 835 525 286 204 116  83  55  30  16  15   3  19 
  0 193 158 221 501 1013 1106 975 623 371 204 119  87  42  33  17  13  11   3  19 
  0 110  84 143 331 711 830 643 451 240 113  75  53  31  15  10   6   1   3   4 
  0  80  69  90 206 383 523 391 260 124  66  38  29  13   7   5   4   1   1   5 
  0  43  40  41 134 204 245 210 132  78  32  23  10   7   4   3   3   1   0   2 
  0  24  11  24  51  99 111  86  67  38  22   4   7   4   3   2   2   0   0   1 
  0  15   6   7  21  42  47  31  16  11   3   2   0   3   1   0   1   0   0   0 
  0   4   5   3   3   9  12  11   8   5   1   3   0   0   0   0   0   0   0   0 
  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  0 10486 7232 8317 9112 12917 14991 14204 10530 6502 3892 2676 1852 1145 667 397 181 112  60 168 
