   0    1    5    2    3    3    1    2    3    2    5    4    2    2    1    5    3    1    1    2   30   22   28   41   21   36   27   21    2    0    0    0    0    0    0    0    0    0    2 2172  174    0  200    0 6013   69 
 399    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  263   70    2    0    0    0    0    3    4 
 623    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0  102  127    1    0    0    0    0    6    6 
 443    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0   47   91    1    0    0    0    0   10    7 
 518    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    4    0    0    0    0    0    0    0    0   11  113    1    0    0    0    0    6    7 
1113    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0   17  264    1    0    0    0    0   24    7 
 560    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0   16  109    1    0    0    0    0    6    5 
 514    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    6   91    2    0    0    0    0    7    4 
 598    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    7  112    1    0    0    0    0    6    4 
 499    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    9   89    2    0    0    0    0    9    3 
 282    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   13   55    1    0    0    0    0    4    1 
  79    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    7   17    1    0    0    0    0    2    1 
 141    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2   21    1    0    0    0    0    1    1 
 116    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1   16    1    0    0    0    0    1    1 
 122    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1   16    1    0    0    0    0    1    2 
 253    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1   22    1    0    0    0    0    2    1 
 104    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1   26    1    0    0    0    0    1    1 
 102    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1   15    1    0    0    0    0    1    1 
 142    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1   14    1    0    0    0    0    1    1 
  90    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1   12    1    0    0    0    0    1    1 
 495   10   15   21   13   39   22   15   16   14    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2   96  939    0    0    0    0    4   10 
 492    8    8   10    5   18   13    5    5    5    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2   74  903    0    0    0    0    9    8 
 389    4    8    3   10   10    9    3    7    8    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1  126  793    0    0    0    0    9    6 
 634    4    6    6    8    6    9    8    5    5    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1  303  608    0    0    0    0   27   11 
 310    3    7    9    6   16    2    5    7    4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2  116  593    0    0    0    0   10    6 
 228    1    7    9    3   14    7    3    7    4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1   85  564    0    0    0    0   12    5 
 256    1    3    7    4   18    5    5    2    5    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1  150  447    0    0    0    0    8    3 
 169    4    9    2    3   10    7    5    7    4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1  132  470    0    0    0    0   13    6 
 368    1    1    1    1    2    2    1    1    1    3    1    1    1    1    1    1    2    1    1    5   18   12   26    8   11    8    7    0    0    0    0    0    0    0    0    0    0    0 1385    0    0    0    0    6    8 
 178    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    6    4    2   12    5    4    5    7    0    0    0    0    0    0    0    0    0    0    0  608    0    0    0    0    1    6 
 115    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    6    7    3    3    3    5    6    3    0    0    0    0    0    0    0    0    0    0    0  306    0    0    0    0    1    3 
  32    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    2    2    1    0    0    0    0    0    0    0    0    0    0    0  201    0    0    0    0    1    6 
  87    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    1    0    0    0    0    0    0    0    0    0    0    0  103    0    0    0    0    1    2 
  35    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    3    2    4    2    1    1    2    0    0    0    0    0    0    0    0    0    0    0  115    0    0    0    0    1    1 
  29    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    2    1    1    1    1    0    0    0    0    0    0    0    0    0    0    0   76    0    0    0    0    1    1 
  31    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    3    1    2    1    0    0    0    0    0    0    0    0    0    0    0   60    0    0    0    0    1    1 
  15    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    4    2    1    1    1    2    0    0    0    0    0    0    0    0    0    0    0   56    0    0    0    0    1    1 
 130    1    1    1    1    2    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    2    3    1    3    1   46   30   31   32   17   29   22   19   16    0    0  121    0    0    0    0    1    6 
   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   53    0   55    0 1388    8 
   0  449  694  473  579 1249  576  514  633  516  171   36   55   34   40   57   46   39   31   32  561  478  496  821  469  420  470  471   13   10    9    8   28    7    5    6    2    0   12    0    0    0    0    0   34   43 
   0    3    1    1    1    1    1    2    1    1    2    1    3    1    1    3    1    1    1    2    8   20    7    6    8    7    5    4   22   13    6    1    4    1    3    0    0    0    0    0    0    0    0    0  151    0 
   0    7    2    1    1    1    1    3    2    1    5    2    1    1    2    6    2    1    4    3   28   25   30   11   11   15   14    3   42   22   12    6    3    3    4    4    1    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  171    1 
   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
  15   56   27   12    6   21   12   14   15   11   36   11   20   20   24   55   18   15   27   13  244  210  221  175  135   96   93  100  406  170   89   58   47   23   14   17   20    1   51   20   22   74    1    1 15921   7 
  62    2    1    5    5    9    5    4    1    1    1    1    2    1    1    1    1    1    1    1    7    6    2   11    5    2    7    7    1    1    1    1    1    1    2    1    1    1   13   48    1    1    1    1   56    8 


