 119    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  585    1    2    0    2    1   1 
  40    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  302    1    1    0    1    1   1 
  69    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  365    1    1    0    1    1   1 
  38    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  245    1    1    0    1    1   1 
  50    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  273    1    0    0    1    1   1 
  75    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  366    1    0    0    1    1   1 
  43    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  209    1    0    0    3    1   1 
  40    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  268    1    0    0    2    1   1 
  45    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  200    1    0    0    1    1   1 
  57    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  185    1    0    0    1    1   1 
 193   49   42   59   55  157   64   96   64   45    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  407    1 1464    0    4    2   2 
  57    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  185    1    0    0    1    1   1 
  57    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  185    1    0    0    1    1   1 
  57    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  185    1    0    0    1    1   1 
  57    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  185    1    0    0    1    1   1 
  57    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  185    1    0    0    1    1   1 
  57    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  185    1    0    0    1    1   1 
  57    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  185    1    0    0    1    1   1 
  57    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  185    1    0    0    1    1   1 
  57    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  185    1    0    0    1    1   1 
 120   39   47   35   38   58   46   52   30   36    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  310    0 1272    0    6    4   4 
 138   30   36   37   34   48   33   29   41   25    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  266    0 1076    0    9    2   2 
 457   23   21   38   29   41   32   24   32   36    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  427    0 1005    0   13    7   7 
 142   30   25   22   29   34   26   29   26   29    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  189    0  888    0    4    2   2 
 123   30   37   25   25   34   26   30   16   19    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  149    0  753    0    3    3   3 
 247   21   40   27   23   30   28   25   21   26    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  120    0  685    0   12    2   2 
 151   18   21   20   28   23   22   20   34   23    0    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   83    0  669    0    8    1   1 
 100    6    4    4    3    1    5    2    5    6    9    4    2    5    4    6    2    8    3    2   53   2   2   2   2   2   2   2   2   2   65   46   48   33   34   33   33    0    0    0    0    0    0    0    0    0  197    0 1672    0    1    1   1 
 183    2    3    1    1    1    1    1    2    1    8    5    4    1    1    1    2    3    1    6   28   6   6   6   6   6   6   6   6   6   30   26   33   30   25   29   27    0    0    0    0    0    0    0    0    0  102    0 1022    0    7    1   1 
 136    1    1    5    5    2    1    3    1    1    1    1    1    2    2    3    3    1    1    1   22   1   1   1   1   1   1   1   1   1   17   11   27   21   20   30   21    0    0    0    0    0    0    0    0    0   72    0  680    0    2    1   1 
 189    2    1    2    1    2    1    1    3    1    5    1    1    2    5    1    2    2    1    1   13   1   1   1   1   1   1   1   1   1   18   23   22   19   15   15   24    0    0    0    0    0    0    0    0    0   33    0  607    0    6    1   1 
 698    1    2    1    1    1    1    2    1    1    4    1    1    2    1    3    1    1    1    2   23   2   2   2   2   2   2   2   2   2   25   12   23   19   15   17   19    0    0    0    0    0    0    0    0    0   91    0  597    0   10    3   3 
 262    1    1    1    1    3    4    1    1    2    4    1    1    1    4    1    1    1    1    4   22   4   4   4   4   4   4   4   4   4    9    8   19   13   17   25   13    0    0    0    0    0    0    0    0    0   19    0  678    0    7    1   1 
 177    1    2    2    1    2    1    3    1    1    4    1    2    1    1    4    1    1    1    4   18   4   4   4   4   4   4   4   4   4   19   11   30   19   18   18   16    0    0    0    0    0    0    0    0    0   12    0  675    0    4    1   1 
 239    1    1    2    1    1    1    1    3    1    2    1    3    1    1    1    3    1    1    2   15   2   2   2   2   2   2   2   2   2   22   14   14   14   19   13   16    0    0    0    0    0    0    0    0    0   25    0  629    0    7    1   1 
 169    1    1    1    1    1    1    1    1    1    3    1    1    1    1    3    3    1    1    3   19   3   3   3   3   3   3   3   3   3   23   16   24   12   21   20   22    0    0    0    0    0    0    0    0    0   15    0  691    0   13    1   1 
4638    1    1    1    1    2    1    1    1    1    2    1    1    1    1    3    1    1    1    1   10   1   1   1   1   1   1   1   1   1   15   12   19   13   16   17    7  720  778  623  671  747  766  781  736  839    0    0 2787    0   36   30  30 
   5    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2   1   1   1   1   1   1   1   1   1    1    1    3    1    2    2    4   27   24   12    9   16   13   16    9    6    0    0   52    0    0    1   1 
  10  830  965  873  907 1416  928  856  931  763  169   63   99   72   72  107   84   81   66   70  881  70  70  70  70  70  70  70  70  70  730  692 1171  685  647  796  684  114  211  158  198  733  271  186  246  177    3    0    7    0   36    8   8 
   0    0    0    0    0    0    0    1    0    0    1    0    0    0    0    0    0    0    0    0    0   0   0   0   0   0   0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1   1 
  76   22   18   10   12   24   20   26   14   22   36   13   19    9   15   14    2   11    6    7   76   7   7   7   7   7   7   7   7   7   50   60   66   40   30   26   15  100   27   13    8   12    8    4    8    9   12    0   29    0  835    0   0 
  76   22   18   10   12   24   20   26   14   22   36   13   19    9   15   14    2   11    6    7   76   7   7   7   7   7   7   7   7   7   50   60   66   40   30   26   15  100   27   13    8   12    8    4    8    9   12    0   29    0  835    0   0 
  76   22   18   10   12   24   20   26   14   22   36   13   19    9   15   14    2   11    6    7   76   7   7   7   7   7   7   7   7   7   50   60   66   40   30   26   15  100   27   13    8   12    8    4    8    9   12    0   29    0  835    0   0 
