1000
174761
   0 4642 2462 1241  683 1191  394  216  257  126 
 691   81  114   75   67  222   54   40   49   21 
 320   33   27   21   27  130   13   18   29    5 
 168   18   17   11   11   52   12    9   14   11 
 103    2    6    7    6   23    3    6    4    3 
 134    3    2    3    3   10    7    2    2    0 
  46    2    2    2    4    6    3    1    0    2 
  23    1    0    2    1   17    1    0    1    1 
  21    1   23   31    2    5    0    2    1    0 
  15    0    1    3    0    3    0    0    0    4 
  55    1    0    0    0    2    0    1    2    1 
   6    0    0    0    0    2    1    0    1    0 
  13    0    0    1    0    5    1    0    1    1 
   5    0    0    0    0    2    1    0    0    0 
   9    0    0    0    1    2    0    1    0    0 
  19    1    0    0    0    1    0    1    0    0 
   8    0    1    0    0    0    0    0    0    0 
   4    0    0    0    0    0    0    0    1    0 
   3    0    0    0    0    0    1    0    0    0 
   0    0    0    0    1    0    0    0    0    0 
  18    0    0    0    0    0    0    0    1    0 
   3    0    0    0    1    0    0    0    0    0 
   1    0    0    0    0    1    0    0    0    0 
   0    0    0    0    0    1    1    0    0    0 
   2    0    0    0    0    1    0    0    0    0 
  12    0    0    0    0    0    0    1    0    0 
   1    0    0    0    0    0    0    0    1    0 
   3    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
  11    0    0    0    0    0    0    0    0    0 
   1    0    0    0    0    0    0    0    0    0 
   2    1    0    0    0    0    0    0    0    0 
   1    0    0    0    0    0    0    0    0    0 
   2    0    0    0    0    0    0    0    0    0 
   4    1    0    0    0    1    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    2    0    0    0    0 
   4    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    1    0    0    0    0 
   0    0    0    0    0    1    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    1    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    1    0    0    0    0    0 
  13    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   3    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    1    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   1    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0 
   3    0    0    0    0    0    0    0    0    0 
