   0    6    7    9  254   13    9    7    5   11   63    8   17   11    5   25   11  130  124  129  150  251    0    0    0    0    0    0   13 1656 1982  349    0 3887    0    0    0    0    0   24 
 510    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   13   49   16   69    0    0    0    0    0    0   20    0    0    0    0    0    2 
 670    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 3126  744   79   25   94    0    0    0    1    1    0   27    0    0    0    0    0    2 
 644    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 1641  372   69   20  106    0    0    0    0    1    0   29    0    0    0    0    0    1 
 677    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 3040    0    0    0    0 1306  218   62   24  120    0    0    0    0    0    0   88    0    0    0    0    0    1 
 964    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 1125  164  128   34  171    0    0    0    0    1    0   65    0    0    0    0    0    1 
 646    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  976   93   78   13   79    0    0    0    0    0    0   20    0    0    0    0    0    1 
 867    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  687   87  112   25  120    0    0    0    0    3    0   39    0    0    0    0    0    1 
 929    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  690   84   93   21  158    0    0    0    0    1    0   38    0    0    0    0    0    1 
 949    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  504   47   84   22  140    0    0    0    0    1    0   56    0    0    0    0    0    1 
 668    0    0    0    0    0    0  306  387  386    0    0    0    0    0    0    0    0    0    0    0    0    0   56  129   42   82    0    0    0    0    1    0   47    0    0    0    0    0    1 
 228    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   31   34    7   26    0    0    0    0    0    0    9    0    0    0    0    0    1 
 271    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   33   29   12   31    0    0    0    0    1    0   21    0    0    0    0    0    1 
 237    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   18   41    9   39    0    0    0    0    0    0   11    0    0    0    0    0    1 
 238    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   19   23    4   34    0    0    0    0    0    0   19    0    0    0    0    0    1 
 558    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   17   63   18   75    0    0    0    0    0    0   36    0    0    0    0    0    1 
 296    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   15   40    9   47    0    0    0    0    0    0   14    0    0    0    0    0    1 
 569   79  266  222  244  424  249  231  238  249  770  107  130  100   92  184  137    0    0    0    0    0    0   30  119   43   75    0    0   94    0    0    1   98    0    0    0    0    0    2 
 246    0  128  160  107  242  115  119  113  133    0    0    0    0    0    0    0    0    0    0    0    0    0   15   46    6   21    0    0   90    0    0    0   24    0    0    0    0    0    1 
 221    0  102  106  211  163  118  171  128  128    0    0    0    0    0    0    0    0    0    0    0    0    0    8   66   20   33    0    0  111    0    1    0   53    0    0    0    0    0    1 
 554    0  123  101  114  161  123  116  128  109    0    0    0    0    0    0    0    0    0    0    0    0    0    9  114   31   63    0    0   94    0    2    0   62    0    0    0    0    0    1 
 300    0  119  127  123  207  109  125  124  135  589    0  116  113  115  190  128    0    0    0    0    0    0    0   43   15   31    0    0  180    0    1    0   75    0    0    0    0    0    1 
2389  103  152  129 2026  155  104  106  140   81  521   86  100   99  102  329  126 1273 1167 1108 1333 1908    0    0    0    0  204    0    0    0    0    0    1   84    0    0    0    0    0    7 
 545    2  460  366  428  436  330  245  253  217   15    5    2    5    6   12    4   46   51   37   43  105  446    0    0    0   52    0    0    0    0    0    0   15    0    0    0    0    0    2 
   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   80    0  827    0    0    0    0    0    1 
   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1   79    0  911    0    0    0    0    0    1 
   0    2    2    1   25    1    1    1    1    1    6    2    1    1    1    1    1   18   10   14   13   30    0    0    0    0    0    0    1  177  404   34    0  486    0    0    0    0    0    4 
   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1 
   0    4    2    1    2    2    1    4    1    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    1    0    0    0    0    0    0    0    0    0    0    0    0    0    1 
   0  491    8    7  149    9    9    4    4    5   29   94    4   11    5   12    4   89   67   79  123  118    0    0    0    0    0    0    7    0 1070    0    0   56    0    0    0    0    0    9 
   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  986 2107    0    0    0    0    9   13    0  164    0    0    0    0    0    7 
   2    1    2    1    1    1    1    1    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0  170    0    0    0    0    0    1 
   0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    1 
 329    9  465  210  288  129  106  103   67   71   51    9    8    7    4   13   12   87   28   74   52   97  489  225   30   10   16    1    1   78  145    2    1 11087   0    0    0    0    0    5 
   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
   4    1    2    1    1    2    1    1    4    2    1    1    1    1    1    1    1    1    1    1    2    1    1    1    6    1    1    1    1    1    9    1    1   14    0    0    0    0    0   21 
  
francs  1    2    3    4    5    6    7    8    9   10   11   12   13   14   15   16   20   30   40   50   60   100 1000 centms c    f    e    0   et   NUM   -    &  noise                          XXX
 	
