   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    3    4    2    1    4    3    1    0    0    0 1026  109   40 1478 3193    6   73  142   61 
 308    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 4461  853    6  150   40    1  428  557    1    1   24    6 
 323    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 2057  324    8  138   23    0  503  536    1    1   26    6 
 332    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 1256  125    7  134   22    2  471  554    1    3   19   14 
 342    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  889   80    8  150   23    1  508  564    1    5   10   10 
 683    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  795   56   15  255   56    6  918  966    4   12   62   15 
 370    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  522   17    7  112   18    0  469  535    1    1   15   13 
 339    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  398   15    9  144   14    1  475  543    2    1   26    5 
 382    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  379   16    7  167   26    1  460  489    1    1   21   11 
 325    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  257    8    7  146   17    0  468  509    4    2   14    7 
 282    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    9    1   43    5    0  208  248    1    3    9   11 
  88    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   30    5    2   17    6    1  112  117    1    2    2    8 
 117    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   35    7    1   27    1    0  132  143    1    2    6    3 
 103    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   24    3    1   34    9    0   98  163    2    1    5    3 
  99    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   24    2    2   30    3    0   88  103    1    1    2    2 
 266    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   27    5    1   56    6    0  250  253    1    4   11    1 
  85    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   30    2    1   23    5    0   95  112    1    1    4    1 
 105    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   10    1    1   29    1    0   88  109    1    1    4    3 
 134    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   14    1    1   35    2    0  110  150    1    1    1    2 
  78    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   12    3    2   34    1    0   88  121    1    1    1    3 
 320  308  274  296  255  827  239  242  239  203    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    1   67   89    6  274  353    3    5   18   10 
 189  218  277  196  220  373  252  247  208  202    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    1   35   76    4  178  189    1    3   18    9 
 134  191  171  194  205  235  159  159  167  162    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1   27   44    2  157  148    0    1   13    3 
 370  180  152  178  170  302  144  153  164  140    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    5  104   65    4  429  377    8   12   28    9 
  76  137  151  134  145  181  124  138  138  136    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1   26   25    1  102  101    0    1    4    2 
  48  123  124  126  131  391  120  114  132  115    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1   20   36    0   83   93    0    3    7    1 
  51  101  121  114  124  162  107  110  133  125    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1   19   30    0   68   64    0    1    6    1 
  45  109  111   84  127  137  101  105   82   99    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    2    9   16    0   54   56    0    2    1    1 
 430   91   89   83   88  102   73   88   86   64  120   73   87   99   83   91   81   70   75   65  948  845  788 1135  697  669  621  559    0    1    0  198   68   14 1149 1249    6   32   77   51 
  35  167  159  145  121  139  109   83  101   67    1    1    1    5    1    3    3    4    2    2   29   31   21   23   17   25   22   27    0    0    0    7    2    0   77   72    0    4    3   17 
